,explicit_line,explicit_phrase,explicit_label
817,trying to impress my friends no mo',[],0
818,but i already told you my whole life story,[],0
819,not just based on my description,[],0
820,'cause where you see it from where you're sitting,[],0
821,it's probably a 110 different,[],0
822,i guess we would have to walk a,[],0
823,mile in each other's shoes at least,[],0
824,what size you wear i wear 10's,[],0
825,let's see if you can fit your feet,[],0
840,oh,[],0
842,everybody has a private world,[],0
843,where they can be alone,[],0
844,so,[],0
855,to my babies,[],0
856,stay strong,[],0
857,dad'll be home soon,[],0
858,and to the rest of the world,[],0
859,god gave you those shoes,"['shoes', 'gave', 'god']",1
860,to fit you,[],0
861,so put 'em on and wear 'em,[],0
862,be yourself man,[],0
863,be proud of who you are,[],0
864,and even if it sounds corny,[],0
865,don't never let no one tell you,[],0
866,you ain't beautiful soohohohoh,[],0
867,man whatever,[],0
868,dre just let it run,[],0
869,ayo turn the beat up a little bit,[],0
870,ayo,[],0
871,this song is for anyone,[],0
872,fuck it just shut up and listen,"['just', 'fuck', 'listen', 'shut']",1
874,i sit back with this pack of zigzags and this bag of this weed,"['pack', 'back', 'sit', 'zigzags']",1
875,it gives me the shit needed to be the most meanest mc on this,"['shit', 'most', 'meanest', 'mc']",1
876,on this earth and since birth i've been cursed with this curse to just curse,"['since', 'cursed', 'curse', 'just', ""i've"", 'birth']",1
877,and just blurt this berserk and bizarre shit that works,"['berserk', 'bizarre', 'shit', 'blurt', 'works']",1
878,and it sells and it helps in itself to relieve,[],0
879,all this tension dispensing these sentences,[],0
880,getting this stress that's been eating me recently,[],0
881,off of this chest and i rest again peacefully,[],0
882,but at least have the decency in you,[],0
883,to leave me alone when you freaks see me out,[],0
884,in the streets when i'm eating or feeding my daughter,[],0
885,do not come and speak to me,[],0
886,i don't know you and no i don't owe you a motherfucking thing,"['thing', 'know', 'owe', ""don't"", 'motherfucking']",1
887,i'm not mr nsync i'm not what your friends think,[],0
888,i'm not mr friendly i can be a prick,"['friendly', 'prick']",1
889,if you tempt me my tank is on empty,[],0
890,no patience is in me and if you offend me,[],0
891,i'm lifting you ten feet in the air,[],0
892,i don't care who was there and who saw me just jaw you,[],0
893,go call you a lawyer file you a lawsuit,[],0
894,i'll smile in the courtroom and buy you a wardrobe,[],0
895,i'm tired of all you,[],0
896,i don't mean to be mean,[],0
897,but that's all i can be it's just me,[],0
898,and i am whatever you say i am,[],0
899,if i wasn't then why would i say i am,[],0
900,in the paper the news everyday i am,[],0
901,ha radio won't even play my jam,[],0
902,'cause i am whatever you say i am,[],0
906,ha i don't know that's just the way i am,[],0
907,sometimes i just feel like my father i hate to be bothered,[],0
908,with all of this nonsense it's constant,[],0
909,and oh it's his lyrical content,[],0
910,the song guilty conscience has gotten such rotten responses,[],0
911,and all of this controversy circles me,[],0
912,and it seems like the media immediately points a finger at me,[],0
913,so i point one back at 'em but not the index or pinkie,[],0
914,or the ring or the thumb it's the one you put up,[],0
915,when you don't give a fuck when you won't just put up,"['just', 'fuck', ""won't""]",1
916,with the bullshit they pull 'cause they full of shit too,"['shit', ""'cause"", 'bullshit', 'full']",1
918,when a dude's getting bullied and shoots up his school,[],0
919,and they blame it on marilyn and the heroin,[],0
920,where were the parents at,[],0
921,and look where it's at,[],0
922,middle america now it's a tragedy,[],0
923,now it's so sad to see,[],0
924,an upperclass city having this happening,[],0
925,then attack eminem 'cause i rap this way but i'm glad,[],0
926,'cause they feed me the fuel that i need for the fire to burn,[],0
927,and it's burnin' and i have returned,[],0
932,radio won't even play my jam,[],0
938,i'm so sick and tired of being admired that i wish that i would just die or get fired,"['die', 'get', 'fired', 'just', 'wish']",1
939,and dropped from my label let's stop with the fables,[],0
940,i'm not gonna be able to top a my name is,[],0
941,and pigeonholed into some poppy sensation,[],0
942,to cop me rotation at rock 'n' roll stations,[],0
943,and i just do not got the patience,[],0
944,to deal with these cocky caucasians who think,"['think', 'cocky', 'caucasians', 'deal']",1
945,i'm some wigga who just tries to be black,"['black', ""i'm"", 'tries', 'wigga', 'just']",1
947,'cause i talk with an accent and grab on my balls,[],0
948,so they always keep asking the same fucking questions,['fucking'],1
949,what school did i go to what hood i grew up in,[],0
950,the why the who what when the where and the how,[],0
951,'til i'm grabbing my hair and i'm tearing it out,"[""i'm"", 'grabbing', 'tearing', ""'til"", 'hair']",1
952,argh,[],0
954,'cause they driving me crazy i can't take it,[],0
955,i'm racin' i'm pacin' i stand and i sit,[],0
956,and i'm thankful for every fan that i get,[],0
957,but i can't take a shit in the bathroom without someone standing by it,"['someone', 'shit', 'standing', 'without']",1
958,no i won't sign your autograph,[],0
959,you can call me an asshole i'm glad,"[""i'm"", 'glad', 'call', 'asshole']",1
972,hi my name is what my name is who,[],0
973,my name is chkachka slim shady,[],0
974,hi my name is huh my name is what,[],0
976,hi my name is what excuse me my name is who,[],0
978,can i have the attention of the class for one second,[],0
981,hi kids do you like violence yeah yeah yeah,['violence'],1
982,wanna see me stick nineinch nails through each one of my eyelids uhhuh,"['nails', 'through', 'eyelids']",1
983,wanna copy me and do exactly like i did yeah yeah,[],0
984,try 'cid and get fucked up worse than my life is huh,"[""'cid"", 'fucked']",1
985,my brain's dead weight i'm tryna get my head straight,[],0
986,but i can't figure out which spice girl i want to impregnate oh,[],0
988,slim shady you a basehead,[],0
989,uhuh,[],0
990,then why's your face red man you wasted,[],0
991,well since age 12 i felt like i'm someone else,[],0
992,'cause i hung my original self from the top bunk with a belt,"['hung', 'top', 'belt', 'bunk', 'original', 'self', ""'cause""]",1
993,got pissed off and ripped pamela lee's tits off,"['pissed', 'tits', 'ripped', ""lee's"", 'pamela', 'got']",1
994,and smacked her so hard i knocked her clothes backwards like kris kross,"['like', 'hard', 'knocked', 'clothes', 'kris', 'smacked', 'kross', 'backwards']",1
995,i smoke a fat pound of grass and fall on my ass,"['fat', 'grass', 'fall', 'ass', 'pound', 'smoke']",1
996,faster than a fat bitch who sat down too fast,"['fat', 'fast', 'sat', 'down', 'bitch', 'faster']",1
997,come here slut shady wait a minute that's my girl dawg,"['shady', 'wait', 'slut', ""that's"", 'minute', 'come', 'dawg', 'girl']",1
998,i don't give a fuck god sent me to piss the world off,"['sent', 'god', 'fuck', 'give', 'world', ""don't"", 'piss']",1
1007,my english teacher wanted to flunk me in junior high shh,[],0
1008,thanks a lot next semester i'll be 35,[],0
1009,i smacked him in his face with an eraser chased him with a stapler,"['chased', 'stapler']",1
1010,and stapled his nuts to a stack of paper ow,"['ow', 'stapled', 'stack', 'nuts']",1
1011,walked in the strip club had my jacket zipped up,[],0
1012,flashed the bartender then stuck my dick in the tip cup,"['stuck', 'flashed', 'dick']",1
1013,extraterrestrial running over pedestrians in a spaceship while they're screaming at me let's just be friends,[],0
1014,99 percent of my life i was lied to,[],0
1015,i just found out my mom does more dope than i do damn,"['more', 'found', 'mom', 'dope', 'damn', 'just']",1
1017,i told her i'd grow up to be a famous rapper,[],0
1018,make a record about doing drugs and name it after her,['drugs'],1
1019,oh thank you,[],0
1020,you know you blew up when the women rush your stands,[],0
1021,and try to touch your hands like some screaming usher fans,[],0
1022,ahh ahh ahh,[],0
1023,this guy at white castle asked for my autograph dude can i get your autograph,[],0
1024,so i signed it dear dave thanks for the support asshole,"['thanks', 'support', 'dear', 'signed', 'dave', 'asshole']",1
1025,hi my name is huh my name is who,[],0
1033,stop the tape this kid needs to be locked away get him,[],0
1034,dr dre don't just stand there operate,[],0
1035,i'm not ready to leave it's too scary to die fuck that,"['die', 'fuck', 'leave', ""i'm"", ""it's"", 'scary', 'ready']",1
1036,i'll have to be carried inside the cemetery and buried alive,"['carried', 'inside', ""i'll"", 'cemetery', 'buried', 'alive']",1
1037,huh yup,[],0
1038,am i coming or goin' i can barely decide,[],0
1039,i just drank a fifth of vodka dare me to drive go ahead,"['drive', 'vodka', 'drank', 'fifth', 'just', 'dare', 'go', 'ahead']",1
1040,all my life i was very deprived,[],0
1041,i ain't had a woman in years and my palms are too hairy to hide whoops,"['woman', ""ain't"", 'years', 'hairy', 'whoops', 'hide', 'palms']",1
1042,clothes ripped like the incredible hulk,[],0
1043,i spit when i talk i'll fuck anything that walks come here,"['talk', 'spit', ""i'll"", 'fuck', 'anything', 'walks', 'come']",1
1044,when i was little i used to get so hungry i would throw fits,[],0
1045,how you gonna breastfeed me mom you ain't got no tits,"['tits', 'mom', ""ain't"", 'gonna', 'breastfeed', 'got']",1
1046,i lay awake and strap myself in the bed,"['strap', 'bed', 'lay', 'awake']",1
1047,with a bulletproof vest on and shoot myself in the head bang,"['head', 'vest', 'shoot', 'bulletproof']",1
1048,'cause i'm steaming mad grr,[],0
1049,and by the way when you see my dad yeah,[],0
1050,tell him that i slit his throat in this dream i had,"['dream', 'slit', 'tell', 'throat']",1
1055,hi my name is who my name is huh,[],0
1083,woo,[],0
1084,shady,[],0
1085,aftermath,[],0
1086,look at that bitch,"['bitch', 'look']",1
1087,oh shit hey damn,"['shit', 'damn']",1
1088,there she go shaking that ass on the flo',[],0
1089,bumping and grinding that pole,[],0
1090,the way she's grinding that pole,[],0
1091,i think i'm losing control,[],0
1092,get buzzed get drunk get crunk,[],0
1093,get fucked up hit the strip club,['fucked'],1
1094,don't forget ones get your dick rubbed get fucked,"['fucked', 'dick']",1
1095,get sucked get wasted shitfaceted,"['shitfaceted', 'sucked']",1
1096,pasted plastered puke drink throw up,[],0
1097,get a new drink hit the bathroom sink throw up,[],0
1098,wipe your shoe clean got a routine going,[],0
1099,still got a few chunks on them shoestrings showing,[],0
1100,i was dehydrated 'til the beat vibrated,[],0
1101,i was revived as soon as this bitch gyrated,['bitch'],1
1102,them hips and licked them lips and that was it,[],0
1103,i had to get nate dogg here to sing some shit,['shit'],1
