words,start,end,transcript,WER,filename
now i see the times they change,210.54,213.072,"[{'word': 'now', 'start': 0.0, 'end': 0.282}, {'word': 'i', 'start': 0.375, 'end': 0.469}, {'word': 'see', 'start': 0.563, 'end': 0.844}, {'word': 'the', 'start': 0.938, 'end': 1.219}, {'word': 'times', 'start': 1.313, 'end': 1.594}, {'word': 'they', 'start': 1.688, 'end': 1.969}, {'word': 'change', 'start': 2.063, 'end': 2.532}]",0.0,010d11ec37bd468f93af7f87a54e69ac-48.wav
all alone i seem to break,225.635,228.073,"[{'word': 'all', 'start': 0.0, 'end': 0.188}, {'word': 'alone', 'start': 0.281, 'end': 0.75}, {'word': 'i', 'start': 0.844, 'end': 1.125}, {'word': 'seem', 'start': 1.219, 'end': 1.5}, {'word': 'to', 'start': 1.594, 'end': 1.875}, {'word': 'break', 'start': 1.969, 'end': 2.438}]",0.0,010d11ec37bd468f93af7f87a54e69ac-53.wav
where to leave my hurt behind,243.636,246.168,"[{'word': 'where', 'start': 0.0, 'end': 0.188}, {'word': 'to', 'start': 0.282, 'end': 0.375}, {'word': 'leave', 'start': 0.469, 'end': 0.75}, {'word': 'my', 'start': 0.844, 'end': 1.125}, {'word': 'hurt', 'start': 1.219, 'end': 1.5}, {'word': 'behind', 'start': 1.594, 'end': 2.532}]",0.0,010d11ec37bd468f93af7f87a54e69ac-59.wav
the more you get,37.786,38.915,"[{'word': 'the', 'start': 0.0, 'end': 0.188}, {'word': 'more', 'start': 0.188, 'end': 0.376}, {'word': 'you', 'start': 0.565, 'end': 0.941}, {'word': 'get', 'start': 0.941, 'end': 1.129}]",0.0,012b6b8de67b4bfa84911e603adabb91-10.wav
the more you like it,39.103,40.42,"[{'word': 'the', 'start': 0.0, 'end': 0.376}, {'word': 'more', 'start': 0.376, 'end': 0.564}, {'word': 'you', 'start': 0.752, 'end': 1.129}, {'word': 'like', 'start': 1.129, 'end': 1.223}, {'word': 'it', 'start': 1.223, 'end': 1.317}]",0.0,012b6b8de67b4bfa84911e603adabb91-11.wav
gotta keep you down,52.082,53.023,"[{'word': 'gotta', 'start': 0.0, 'end': 0.188}, {'word': 'keep', 'start': 0.188, 'end': 0.565}, {'word': 'you', 'start': 0.565, 'end': 0.753}, {'word': 'down', 'start': 0.753, 'end': 0.941}]",0.0,012b6b8de67b4bfa84911e603adabb91-20.wav
down boy,55.75,56.315,"[{'word': 'down', 'start': 0.0, 'end': 0.188}, {'word': 'boy', 'start': 0.377, 'end': 0.565}]",0.0,012b6b8de67b4bfa84911e603adabb91-22.wav
if you want me with you,59.23,61.676,"[{'word': 'if', 'start': 0.0, 'end': 0.188}, {'word': 'you', 'start': 0.376, 'end': 0.565}, {'word': 'want', 'start': 0.565, 'end': 0.847}, {'word': 'me', 'start': 0.847, 'end': 0.941}, {'word': 'with', 'start': 0.941, 'end': 1.223}, {'word': 'you', 'start': 1.317, 'end': 2.446}]",0.0,012b6b8de67b4bfa84911e603adabb91-25.wav
do anything to please me,68.165,70.517,"[{'word': 'do', 'start': 0.0, 'end': 0.188}, {'word': 'anything', 'start': 0.188, 'end': 0.847}, {'word': 'to', 'start': 0.941, 'end': 1.317}, {'word': 'please', 'start': 1.317, 'end': 1.881}, {'word': 'me', 'start': 2.069, 'end': 2.352}]",0.0,012b6b8de67b4bfa84911e603adabb91-30.wav
the more you want,80.58,82.085,"[{'word': 'the', 'start': 0.0, 'end': 0.282}, {'word': 'more', 'start': 0.376, 'end': 0.564}, {'word': 'you', 'start': 0.753, 'end': 1.035}, {'word': 'want', 'start': 1.129, 'end': 1.505}]",0.0,012b6b8de67b4bfa84911e603adabb91-35.wav
the more you taste,82.273,83.59,"[{'word': 'the', 'start': 0.0, 'end': 0.188}, {'word': 'more', 'start': 0.188, 'end': 0.376}, {'word': 'you', 'start': 0.564, 'end': 0.847}, {'word': 'taste', 'start': 0.941, 'end': 1.317}]",0.0,012b6b8de67b4bfa84911e603adabb91-36.wav
down boy,91.396,91.961,"[{'word': 'down', 'start': 0.0, 'end': 0.188}, {'word': 'boy', 'start': 0.376, 'end': 0.565}]",0.0,012b6b8de67b4bfa84911e603adabb91-42.wav
gotta keep you down,93.653,94.594,"[{'word': 'gotta', 'start': 0.0, 'end': 0.377}, {'word': 'keep', 'start': 0.377, 'end': 0.565}, {'word': 'you', 'start': 0.565, 'end': 0.753}, {'word': 'down', 'start': 0.753, 'end': 0.941}]",0.0,012b6b8de67b4bfa84911e603adabb91-44.wav
gotta keep you down,105.504,106.445,"[{'word': 'gotta', 'start': 0.0, 'end': 0.376}, {'word': 'keep', 'start': 0.376, 'end': 0.564}, {'word': 'you', 'start': 0.564, 'end': 0.752}, {'word': 'down', 'start': 0.752, 'end': 0.941}]",0.0,012b6b8de67b4bfa84911e603adabb91-52.wav
gotta keep you down,111.523,112.464,"[{'word': 'gotta', 'start': 0.0, 'end': 0.377}, {'word': 'keep', 'start': 0.377, 'end': 0.565}, {'word': 'you', 'start': 0.565, 'end': 0.753}, {'word': 'down', 'start': 0.753, 'end': 0.941}]",0.0,012b6b8de67b4bfa84911e603adabb91-56.wav
the more you get,150.461,151.496,"[{'word': 'the', 'start': 0.0, 'end': 0.188}, {'word': 'more', 'start': 0.188, 'end': 0.376}, {'word': 'you', 'start': 0.47, 'end': 0.753}, {'word': 'get', 'start': 0.847, 'end': 1.035}]",0.0,012b6b8de67b4bfa84911e603adabb91-69.wav
gotta keep you down,164.851,165.792,"[{'word': 'gotta', 'start': 0.0, 'end': 0.376}, {'word': 'keep', 'start': 0.376, 'end': 0.565}, {'word': 'you', 'start': 0.565, 'end': 0.753}, {'word': 'down', 'start': 0.753, 'end': 0.941}]",0.0,012b6b8de67b4bfa84911e603adabb91-79.wav
down boy,168.613,169.366,"[{'word': 'down', 'start': 0.0, 'end': 0.094}, {'word': 'boy', 'start': 0.377, 'end': 0.753}]",0.0,012b6b8de67b4bfa84911e603adabb91-81.wav
i see i was wrong,49.502,51.197,"[{'word': 'i', 'start': 0.0, 'end': 0.33}, {'word': 'see', 'start': 0.377, 'end': 0.518}, {'word': 'i', 'start': 0.565, 'end': 0.706}, {'word': 'was', 'start': 0.753, 'end': 0.894}, {'word': 'wrong', 'start': 0.942, 'end': 1.695}]",0.0,012d2f781d0b4efc93e9b888830bee8c-10.wav
two weeks without you,67.951,69.834,"[{'word': 'two', 'start': 0.0, 'end': 0.33}, {'word': 'weeks', 'start': 0.377, 'end': 0.706}, {'word': 'without', 'start': 0.753, 'end': 1.459}, {'word': 'you', 'start': 1.506, 'end': 1.883}]",0.0,012d2f781d0b4efc93e9b888830bee8c-16.wav
vacation,75.622,76.564,"[{'word': 'vacation', 'start': 0.0, 'end': 0.942}]",0.0,012d2f781d0b4efc93e9b888830bee8c-19.wav
all i ever wanted,89.035,90.73,"[{'word': 'all', 'start': 0.0, 'end': 0.33}, {'word': 'i', 'start': 0.377, 'end': 0.518}, {'word': 'ever', 'start': 0.565, 'end': 0.895}, {'word': 'wanted', 'start': 0.942, 'end': 1.695}]",0.0,012d2f781d0b4efc93e9b888830bee8c-26.wav
vacation,94.259,95.201,"[{'word': 'vacation', 'start': 0.0, 'end': 0.942}]",0.0,012d2f781d0b4efc93e9b888830bee8c-29.wav
all i ever wanted,135.204,136.899,"[{'word': 'all', 'start': 0.0, 'end': 0.33}, {'word': 'i', 'start': 0.377, 'end': 0.518}, {'word': 'ever', 'start': 0.565, 'end': 0.895}, {'word': 'wanted', 'start': 0.942, 'end': 1.695}]",0.0,012d2f781d0b4efc93e9b888830bee8c-37.wav
vacation,137.275,138.217,"[{'word': 'vacation', 'start': 0.0, 'end': 0.942}]",0.0,012d2f781d0b4efc93e9b888830bee8c-38.wav
vacation,140.428,141.37,"[{'word': 'vacation', 'start': 0.0, 'end': 0.942}]",0.0,012d2f781d0b4efc93e9b888830bee8c-40.wav
all i ever wanted,159.771,161.466,"[{'word': 'all', 'start': 0.0, 'end': 0.33}, {'word': 'i', 'start': 0.377, 'end': 0.518}, {'word': 'ever', 'start': 0.565, 'end': 0.895}, {'word': 'wanted', 'start': 0.942, 'end': 1.695}]",0.0,012d2f781d0b4efc93e9b888830bee8c-49.wav
vacation,164.901,165.843,"[{'word': 'vacation', 'start': 0.0, 'end': 0.942}]",0.0,012d2f781d0b4efc93e9b888830bee8c-52.wav
but she wants to be sure,97.064,99.592,"[{'word': 'but', 'start': 0.0, 'end': 0.176}, {'word': 'she', 'start': 0.235, 'end': 0.47}, {'word': 'wants', 'start': 0.529, 'end': 1.176}, {'word': 'to', 'start': 1.352, 'end': 1.528}, {'word': 'be', 'start': 1.587, 'end': 1.822}, {'word': 'sure', 'start': 1.94, 'end': 2.528}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-9.wav
in a tree by the brook,107.115,109.819,"[{'word': 'in', 'start': 0.0, 'end': 0.353}, {'word': 'a', 'start': 0.411, 'end': 0.764}, {'word': 'tree', 'start': 0.823, 'end': 1.352}, {'word': 'by', 'start': 1.646, 'end': 2.116}, {'word': 'the', 'start': 2.116, 'end': 2.292}, {'word': 'brook', 'start': 2.292, 'end': 2.704}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-12.wav
in my thoughts i have seen,171.476,174.004,"[{'word': 'in', 'start': 0.0, 'end': 0.177}, {'word': 'my', 'start': 0.235, 'end': 0.471}, {'word': 'thoughts', 'start': 0.529, 'end': 1.176}, {'word': 'i', 'start': 1.352, 'end': 1.587}, {'word': 'have', 'start': 1.646, 'end': 1.94}, {'word': 'seen', 'start': 1.999, 'end': 2.528}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-20.wav
ooh really makes me wonder,199.16,204.627,"[{'word': 'ooh', 'start': 0.0, 'end': 3.057}, {'word': 'really', 'start': 3.116, 'end': 3.586}, {'word': 'makes', 'start': 3.645, 'end': 3.88}, {'word': 'me', 'start': 3.939, 'end': 4.056}, {'word': 'wonder', 'start': 4.115, 'end': 5.467}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-24.wav
hu uh hu uh hu uh hu uh uoh oh hoh,251.707,254.764,"[{'word': 'hu', 'start': 0.0, 'end': 0.177}, {'word': 'uh', 'start': 0.236, 'end': 0.353}, {'word': 'hu', 'start': 0.412, 'end': 0.529}, {'word': 'uh', 'start': 0.588, 'end': 0.706}, {'word': 'hu', 'start': 0.765, 'end': 0.882}, {'word': 'uh', 'start': 0.941, 'end': 1.058}, {'word': 'hu', 'start': 1.117, 'end': 1.235}, {'word': 'uh', 'start': 1.294, 'end': 1.411}, {'word': 'uoh', 'start': 1.47, 'end': 1.764}, {'word': 'oh', 'start': 1.823, 'end': 2.175}, {'word': 'hoh', 'start': 2.234, 'end': 3.057}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-31.wav
the pipers calling you to join him,313.776,317.362,"[{'word': 'the', 'start': 0.0, 'end': 0.118}, {'word': 'pipers', 'start': 0.177, 'end': 1.0}, {'word': 'calling', 'start': 1.058, 'end': 1.587}, {'word': 'you', 'start': 1.646, 'end': 1.94}, {'word': 'to', 'start': 1.999, 'end': 2.116}, {'word': 'join', 'start': 2.116, 'end': 2.528}, {'word': 'him', 'start': 2.763, 'end': 3.586}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-43.wav
dear lady can you hear the wind blow,319.419,322.476,"[{'word': 'dear', 'start': 0.0, 'end': 0.235}, {'word': 'lady', 'start': 0.353, 'end': 0.999}, {'word': 'can', 'start': 1.058, 'end': 1.411}, {'word': 'you', 'start': 1.47, 'end': 1.705}, {'word': 'hear', 'start': 1.763, 'end': 2.057}, {'word': 'the', 'start': 2.116, 'end': 2.234}, {'word': 'wind', 'start': 2.292, 'end': 2.645}, {'word': 'blow', 'start': 2.704, 'end': 3.057}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-44.wav
the tune will come to you at last,433.506,436.563,"[{'word': 'the', 'start': 0.0, 'end': 0.176}, {'word': 'tune', 'start': 0.235, 'end': 0.529}, {'word': 'will', 'start': 0.588, 'end': 0.764}, {'word': 'come', 'start': 0.764, 'end': 1.058}, {'word': 'to', 'start': 1.117, 'end': 1.293}, {'word': 'you', 'start': 1.352, 'end': 1.646}, {'word': 'at', 'start': 1.705, 'end': 1.822}, {'word': 'last', 'start': 1.881, 'end': 3.057}]",0.0,014f1aecb83e4edaaa9f9031f1cdcb80-53.wav
these little town blues,70.724,72.786,"[{'word': 'these', 'start': 0.0, 'end': 0.427}, {'word': 'little', 'start': 0.569, 'end': 0.925}, {'word': 'town', 'start': 1.067, 'end': 1.493}, {'word': 'blues', 'start': 1.635, 'end': 2.062}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-12.wav
in old new york,84.23,87.003,"[{'word': 'in', 'start': 0.0, 'end': 0.142}, {'word': 'old', 'start': 0.214, 'end': 0.853}, {'word': 'new', 'start': 1.067, 'end': 1.564}, {'word': 'york', 'start': 1.706, 'end': 2.773}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-15.wav
if i can,88.637,89.917,"[{'word': 'if', 'start': 0.0, 'end': 0.143}, {'word': 'i', 'start': 0.285, 'end': 0.64}, {'word': 'can', 'start': 0.782, 'end': 1.28}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-16.wav
in a city that never sleeps,123.468,126.596,"[{'word': 'in', 'start': 0.0, 'end': 0.071}, {'word': 'a', 'start': 0.142, 'end': 0.285}, {'word': 'city', 'start': 0.64, 'end': 1.493}, {'word': 'that', 'start': 1.706, 'end': 1.92}, {'word': 'never', 'start': 2.275, 'end': 2.63}, {'word': 'sleeps', 'start': 2.844, 'end': 3.128}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-22.wav
anywhere,182.183,183.747,"[{'word': 'anywhere', 'start': 0.0, 'end': 1.564}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-34.wav
new york,195.76,203.153,"[{'word': 'new', 'start': 0.0, 'end': 0.498}, {'word': 'york', 'start': 0.711, 'end': 7.393}]",0.0,015b9edf58af411db9e5ce80ae4a44fe-38.wav
for whom the gun tolls,41.905,44.608,"[{'word': 'for', 'start': 0.0, 'end': 0.338}, {'word': 'whom', 'start': 0.676, 'end': 1.182}, {'word': 'the', 'start': 1.351, 'end': 1.689}, {'word': 'gun', 'start': 2.027, 'end': 2.365}, {'word': 'tolls', 'start': 2.365, 'end': 2.703}]",0.0,018815908bd7487889b55ff8f1c1a201-0.wav
call it religion,50.013,52.378,"[{'word': 'call', 'start': 0.0, 'end': 0.338}, {'word': 'it', 'start': 0.676, 'end': 1.014}, {'word': 'religion', 'start': 1.351, 'end': 2.365}]",0.0,018815908bd7487889b55ff8f1c1a201-3.wav
dry for the unkind,58.121,60.824,"[{'word': 'dry', 'start': 0.0, 'end': 0.338}, {'word': 'for', 'start': 0.676, 'end': 1.014}, {'word': 'the', 'start': 1.352, 'end': 1.689}, {'word': 'unkind', 'start': 2.027, 'end': 2.703}]",0.0,018815908bd7487889b55ff8f1c1a201-6.wav
their only comfort,66.229,68.51,"[{'word': 'their', 'start': 0.0, 'end': 0.338}, {'word': 'only', 'start': 0.676, 'end': 1.352}, {'word': 'comfort', 'start': 1.352, 'end': 2.281}]",0.0,018815908bd7487889b55ff8f1c1a201-9.wav
fear like meeting an old friend,147.31,151.196,"[{'word': 'fear', 'start': 0.0, 'end': 0.423}, {'word': 'like', 'start': 1.183, 'end': 1.521}, {'word': 'meeting', 'start': 1.521, 'end': 2.196}, {'word': 'an', 'start': 2.196, 'end': 2.365}, {'word': 'old', 'start': 2.365, 'end': 2.619}, {'word': 'friend', 'start': 2.619, 'end': 3.886}]",0.0,018815908bd7487889b55ff8f1c1a201-16.wav
religions everyone prays the same way,157.614,162.598,"[{'word': 'religions', 'start': 0.0, 'end': 1.098}, {'word': 'everyone', 'start': 1.69, 'end': 2.281}, {'word': 'prays', 'start': 2.365, 'end': 2.619}, {'word': 'the', 'start': 2.619, 'end': 2.703}, {'word': 'same', 'start': 2.703, 'end': 3.125}, {'word': 'way', 'start': 3.379, 'end': 4.984}]",0.0,018815908bd7487889b55ff8f1c1a201-18.wav
drunk with the blood of your victims,193.594,195.875,"[{'word': 'drunk', 'start': 0.0, 'end': 0.338}, {'word': 'with', 'start': 0.338, 'end': 0.676}, {'word': 'the', 'start': 0.676, 'end': 0.845}, {'word': 'blood', 'start': 0.845, 'end': 1.183}, {'word': 'of', 'start': 1.183, 'end': 1.436}, {'word': 'your', 'start': 1.436, 'end': 1.605}, {'word': 'victims', 'start': 1.689, 'end': 2.281}]",0.0,018815908bd7487889b55ff8f1c1a201-20.wav
dwell in hypocrisy,225.773,228.054,"[{'word': 'dwell', 'start': 0.0, 'end': 0.423}, {'word': 'in', 'start': 0.676, 'end': 1.098}, {'word': 'hypocrisy', 'start': 1.352, 'end': 2.281}]",0.0,018815908bd7487889b55ff8f1c1a201-29.wav
how were we supposed to know,228.307,230.841,"[{'word': 'how', 'start': 0.0, 'end': 0.422}, {'word': 'were', 'start': 0.845, 'end': 1.182}, {'word': 'we', 'start': 1.182, 'end': 1.52}, {'word': 'supposed', 'start': 1.52, 'end': 2.027}, {'word': 'to', 'start': 2.027, 'end': 2.196}, {'word': 'know', 'start': 2.196, 'end': 2.534}]",0.0,018815908bd7487889b55ff8f1c1a201-30.wav
and everything i got was bad,48.374,50.383,"[{'word': 'and', 'start': 0.0, 'end': 0.059}, {'word': 'everything', 'start': 0.118, 'end': 0.709}, {'word': 'i', 'start': 0.768, 'end': 1.005}, {'word': 'got', 'start': 1.064, 'end': 1.241}, {'word': 'was', 'start': 1.3, 'end': 1.418}, {'word': 'bad', 'start': 1.536, 'end': 2.009}]",0.0,0192c700ba0f4c0cb7acb677a83c9e30-9.wav
to live it like some country song,55.936,57.945,"[{'word': 'to', 'start': 0.0, 'end': 0.059}, {'word': 'live', 'start': 0.118, 'end': 0.237}, {'word': 'it', 'start': 0.237, 'end': 0.355}, {'word': 'like', 'start': 0.355, 'end': 0.709}, {'word': 'some', 'start': 0.768, 'end': 1.064}, {'word': 'country', 'start': 1.064, 'end': 1.418}, {'word': 'song', 'start': 1.536, 'end': 2.009}]",0.0,0192c700ba0f4c0cb7acb677a83c9e30-11.wav
come on and tell me twice,72.764,75.25,"[{'word': 'come', 'start': 0.0, 'end': 0.191}, {'word': 'on', 'start': 0.255, 'end': 0.446}, {'word': 'and', 'start': 0.51, 'end': 0.701}, {'word': 'tell', 'start': 0.765, 'end': 1.084}, {'word': 'me', 'start': 1.211, 'end': 1.657}, {'word': 'twice', 'start': 1.721, 'end': 2.486}]",0.0,01e9b4d2507b4be181d3024e1b173de8-13.wav
yippee ippee ay ay yey yey yey,122.662,125.849,"[{'word': 'yippee', 'start': 0.0, 'end': 0.51}, {'word': 'ippee', 'start': 0.574, 'end': 1.02}, {'word': 'ay', 'start': 1.084, 'end': 1.275}, {'word': 'ay', 'start': 1.339, 'end': 1.721}, {'word': 'yey', 'start': 1.848, 'end': 2.231}, {'word': 'yey', 'start': 2.358, 'end': 2.804}, {'word': 'yey', 'start': 2.868, 'end': 3.187}]",0.0,01e9b4d2507b4be181d3024e1b173de8-25.wav
i had to crucify somebody today,125.976,129.035,"[{'word': 'i', 'start': 0.0, 'end': 0.255}, {'word': 'had', 'start': 0.319, 'end': 0.51}, {'word': 'to', 'start': 0.574, 'end': 0.765}, {'word': 'crucify', 'start': 0.829, 'end': 1.53}, {'word': 'somebody', 'start': 1.593, 'end': 2.294}, {'word': 'today', 'start': 2.358, 'end': 3.059}]",0.0,01e9b4d2507b4be181d3024e1b173de8-26.wav
you come around here,175.428,176.894,"[{'word': 'you', 'start': 0.0, 'end': 0.191}, {'word': 'come', 'start': 0.255, 'end': 0.51}, {'word': 'around', 'start': 0.574, 'end': 1.02}, {'word': 'here', 'start': 1.083, 'end': 1.466}]",0.0,01e9b4d2507b4be181d3024e1b173de8-32.wav
yippee ippee ay ay yey yey yey,179.761,182.948,"[{'word': 'yippee', 'start': 0.0, 'end': 0.51}, {'word': 'ippee', 'start': 0.574, 'end': 1.02}, {'word': 'ay', 'start': 1.084, 'end': 1.275}, {'word': 'ay', 'start': 1.339, 'end': 1.721}, {'word': 'yey', 'start': 1.849, 'end': 2.295}, {'word': 'yey', 'start': 2.358, 'end': 2.741}, {'word': 'yey', 'start': 2.868, 'end': 3.187}]",0.0,01e9b4d2507b4be181d3024e1b173de8-34.wav
yippee ippee ay ay yey yey yey,196.075,199.326,"[{'word': 'yippee', 'start': 0.0, 'end': 0.51}, {'word': 'ippee', 'start': 0.574, 'end': 1.02}, {'word': 'ay', 'start': 1.084, 'end': 1.275}, {'word': 'ay', 'start': 1.339, 'end': 1.785}, {'word': 'yey', 'start': 1.849, 'end': 2.295}, {'word': 'yey', 'start': 2.358, 'end': 2.804}, {'word': 'yey', 'start': 2.868, 'end': 3.251}]",0.0,01e9b4d2507b4be181d3024e1b173de8-38.wav
till i come back to your side,14.195,16.887,"[{'word': 'till', 'start': 0.0, 'end': 0.152}, {'word': 'i', 'start': 0.228, 'end': 0.342}, {'word': 'come', 'start': 0.493, 'end': 0.834}, {'word': 'back', 'start': 0.91, 'end': 1.176}, {'word': 'to', 'start': 1.441, 'end': 1.593}, {'word': 'your', 'start': 1.668, 'end': 1.896}, {'word': 'side', 'start': 2.085, 'end': 2.692}]",0.0,025dfc8869304bbdabaa9657a54b79e4-7.wav
turn me away,25.908,26.932,"[{'word': 'turn', 'start': 0.0, 'end': 0.228}, {'word': 'me', 'start': 0.341, 'end': 0.455}, {'word': 'away', 'start': 0.531, 'end': 1.024}]",0.0,025dfc8869304bbdabaa9657a54b79e4-11.wav
wait,33.489,33.755,"[{'word': 'wait', 'start': 0.0, 'end': 0.266}]",0.0,025dfc8869304bbdabaa9657a54b79e4-15.wav
till i come back to your side,34.854,37.432,"[{'word': 'till', 'start': 0.0, 'end': 0.114}, {'word': 'i', 'start': 0.19, 'end': 0.265}, {'word': 'come', 'start': 0.417, 'end': 0.796}, {'word': 'back', 'start': 0.91, 'end': 1.137}, {'word': 'to', 'start': 1.365, 'end': 1.478}, {'word': 'your', 'start': 1.63, 'end': 1.782}, {'word': 'side', 'start': 2.047, 'end': 2.578}]",0.0,025dfc8869304bbdabaa9657a54b79e4-16.wav
coming back home,61.198,62.222,"[{'word': 'coming', 'start': 0.0, 'end': 0.304}, {'word': 'back', 'start': 0.493, 'end': 0.607}, {'word': 'home', 'start': 0.796, 'end': 1.024}]",0.0,025dfc8869304bbdabaa9657a54b79e4-28.wav
wait,68.855,69.121,"[{'word': 'wait', 'start': 0.0, 'end': 0.266}]",0.0,025dfc8869304bbdabaa9657a54b79e4-32.wav
you ought to know,79.393,80.72,"[{'word': 'you', 'start': 0.0, 'end': 0.076}, {'word': 'ought', 'start': 0.114, 'end': 0.228}, {'word': 'to', 'start': 0.417, 'end': 0.493}, {'word': 'know', 'start': 0.569, 'end': 1.327}]",0.0,025dfc8869304bbdabaa9657a54b79e4-36.wav
but if your heart breaks,92.66,94.328,"[{'word': 'but', 'start': 0.0, 'end': 0.114}, {'word': 'if', 'start': 0.152, 'end': 0.227}, {'word': 'your', 'start': 0.265, 'end': 0.493}, {'word': 'heart', 'start': 0.607, 'end': 1.137}, {'word': 'breaks', 'start': 1.327, 'end': 1.668}]",0.0,025dfc8869304bbdabaa9657a54b79e4-42.wav
hold on,100.961,102.061,"[{'word': 'hold', 'start': 0.0, 'end': 0.607}, {'word': 'on', 'start': 0.721, 'end': 1.1}]",0.0,025dfc8869304bbdabaa9657a54b79e4-46.wav
oh how,121.544,122.795,"[{'word': 'oh', 'start': 0.0, 'end': 0.72}, {'word': 'how', 'start': 0.796, 'end': 1.251}]",0.0,025dfc8869304bbdabaa9657a54b79e4-55.wav
tell me why,28.625,29.577,"[{'word': 'tell', 'start': 0.0, 'end': 0.168}, {'word': 'me', 'start': 0.224, 'end': 0.336}, {'word': 'why', 'start': 0.392, 'end': 0.952}]",0.0,027e784809114a439c5cbf1e6e2b50bd-0.wav
the persuaded we,32.353,33.998,"[{'word': 'the', 'start': 0.0, 'end': 0.176}, {'word': 'persuaded', 'start': 0.235, 'end': 0.764}, {'word': 'we', 'start': 0.94, 'end': 1.645}]",0.0,02898c494fc949c5a819503e9df38b3a-5.wav
immaculate,80.34,81.163,"[{'word': 'immaculate', 'start': 0.0, 'end': 0.823}]",0.0,02898c494fc949c5a819503e9df38b3a-29.wav
as information,98.137,99.665,"[{'word': 'as', 'start': 0.0, 'end': 0.177}, {'word': 'information', 'start': 0.235, 'end': 1.528}]",0.0,02898c494fc949c5a819503e9df38b3a-39.wav
all under,108.24,109.18,"[{'word': 'all', 'start': 0.0, 'end': 0.235}, {'word': 'under', 'start': 0.47, 'end': 0.94}]",0.0,02898c494fc949c5a819503e9df38b3a-44.wav
